OrganizationIdentifier.x,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.TimeZoneCode,MonitoringLocationIdentifier,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure
USGS-AZ,Water,Groundwater,3/5/2018,MST,USGS-332821112183601,Dissolved,NA,No Unit,33.4726944,-112.3105278
USGS-AZ,Water,Groundwater,3/28/2018,MST,USGS-332918112283301,Dissolved,NA,No Unit,33.4893056,-112.4753333
USGS-AZ,Water,Groundwater,7/12/2017,MST,USGS-340718109181501,Dissolved,NA,No Unit,34.1217133,-109.3048089
USGS-AZ,Water,Groundwater,8/1/2017,MST,USGS-341603110050501,Dissolved,NA,No Unit,34.2675833,-110.0848333
USGS-AZ,Water,Groundwater,7/31/2017,MST,USGS-342118109593301,Dissolved,NA,No Unit,34.3550399,-109.9931667
USGS-AZ,Water,Groundwater,8/16/2017,MST,USGS-345441111275301,Dissolved,NA,No Unit,34.9114722,-111.4646667
USGS-AZ,Water,Groundwater,8/14/2017,MST,USGS-345737110485901,Dissolved,NA,No Unit,34.9603333,-110.8163611
USGS-AZ,Water,Groundwater,8/2/2017,MST,USGS-345805110002801,Dissolved,NA,No Unit,34.9680556,-110.0077222
USGS-AZ,Water,Groundwater,8/17/2017,MST,USGS-351701111303601,Dissolved,NA,No Unit,35.2836217,-111.5107143
USGS-AZ,Water,Groundwater,10/2/2017,MST,USGS-352119109031601,,NA,No Unit,35.3553016,-109.0550906
USGS-AZ,Water,Groundwater,8/30/2017,MST,USGS-355215110375001,Dissolved,NA,No Unit,35.8700035,-110.6290257
USGS-AZ,Water,Groundwater,8/31/2017,MST,USGS-360802111144601,Dissolved,NA,No Unit,36.1341595,-111.246529
USGS-AZ,Water,Groundwater,10/17/2017,MST,USGS-362500109131501,Dissolved,NA,No Unit,36.4166683,-109.22149
USGS-AZ,Water,Groundwater,8/29/2017,MST,USGS-363005110250901,Dissolved,NA,No Unit,36.5013877,-110.4198598
USGS-AZ,Water,Groundwater,10/16/2017,MST,USGS-363443111055701,Dissolved,NA,No Unit,36.5787222,-111.0992222
USGS-AZ,Water,Groundwater,10/4/2017,MST,USGS-363525109035201,,NA,No Unit,36.5901667,-109.0644722
USGS-NV,Water,Surface Water,2/9/2016,PST,USGS-09415000,Dissolved,NA,No Unit,36.8916437,-113.9244098
USGS-NV,Water,Surface Water,5/10/2016,PDT,USGS-09415000,Dissolved,0.019,ug/l,36.8916437,-113.9244098
USGS-NV,Water,Surface Water,8/22/2016,PDT,USGS-09415000,Dissolved,0.007,ug/l,36.8916437,-113.9244098
USGS-NV,Water,Surface Water,11/29/2016,PST,USGS-09415000,Dissolved,0.03,ug/l,36.8916437,-113.9244098
USGS-NV,Water,Surface Water,3/1/2017,PST,USGS-09415000,Dissolved,NA,No Unit,36.8916437,-113.9244098
USGS-NV,Water,Surface Water,5/24/2017,PDT,USGS-09415000,Dissolved,0.005,ug/l,36.8916437,-113.9244098
USGS-NV,Water,Surface Water,8/24/2017,PDT,USGS-09415000,Dissolved,NA,No Unit,36.8916437,-113.9244098
USGS-NV,Water,Surface Water,11/28/2017,PST,USGS-09415000,Dissolved,NA,No Unit,36.8916437,-113.9244098
USGS-NV,Water,Surface Water,2/28/2018,PST,USGS-09415000,Dissolved,NA,No Unit,36.8916437,-113.9244098
USGS-NV,Water,Surface Water,5/31/2018,PDT,USGS-09415000,Dissolved,NA,No Unit,36.8916437,-113.9244098
USGS-NV,Water,Surface Water,9/5/2018,PDT,USGS-09415000,Dissolved,NA,No Unit,36.8916437,-113.9244098
USGS-NV,Water,Surface Water,11/20/2018,PST,USGS-09415000,Dissolved,2.4,ng/l,36.8916437,-113.9244098
11NPSWRD_WQX,Water,,5/15/2016,MDT,11NPSWRD_WQX-CACH_3P_CHI01,Dissolved,NA,ng/l,36.15438121,-109.537874
11NPSWRD_WQX,Water,,5/15/2016,MDT,11NPSWRD_WQX-CACH_3P_TSA01,Dissolved,NA,ng/l,36.270132,-109.21232
11NPSWRD_WQX,Water,,4/22/2016,MST,11NPSWRD_WQX-GRCA_3P_BRI02,Dissolved,NA,ng/l,36.099712,-112.0939645
11NPSWRD_WQX,Water,,7/22/2016,MST,11NPSWRD_WQX-GRCA_3P_BRI02,Dissolved,NA,ng/l,36.099712,-112.0939645
11NPSWRD_WQX,Water,,10/10/2016,MST,11NPSWRD_WQX-GRCA_3P_BRI02,Dissolved,NA,ng/l,36.099712,-112.0939645
11NPSWRD_WQX,Water,,4/27/2017,MST,11NPSWRD_WQX-GRCA_3P_BRI02,Dissolved,NA,ng/l,36.099712,-112.0939645
11NPSWRD_WQX,Water,,10/4/2017,MST,11NPSWRD_WQX-GRCA_3P_BRI02,Dissolved,NA,ng/l,36.099712,-112.0939645
11NPSWRD_WQX,Water,,4/22/2016,MST,11NPSWRD_WQX-GRCA_3P_GAR01,Dissolved,NA,ng/l,36.08530345,-112.1214983
11NPSWRD_WQX,Water,,4/22/2016,MST,11NPSWRD_WQX-GRCA_3P_GAR01,Dissolved,NA,ng/l,36.08530345,-112.1214983
11NPSWRD_WQX,Water,,7/22/2016,MST,11NPSWRD_WQX-GRCA_3P_GAR01,Dissolved,NA,ng/l,36.08530345,-112.1214983
11NPSWRD_WQX,Water,,7/22/2016,MST,11NPSWRD_WQX-GRCA_3P_GAR01,Dissolved,NA,ng/l,36.08530345,-112.1214983
11NPSWRD_WQX,Water,,10/9/2016,MST,11NPSWRD_WQX-GRCA_3P_GAR01,Dissolved,NA,ng/l,36.08530345,-112.1214983
11NPSWRD_WQX,Water,,4/28/2017,MST,11NPSWRD_WQX-GRCA_3P_GAR01,Dissolved,NA,ng/l,36.08530345,-112.1214983
11NPSWRD_WQX,Water,,10/4/2017,MST,11NPSWRD_WQX-GRCA_3P_GAR01,Dissolved,NA,ng/l,36.08530345,-112.1214983
11NPSWRD_WQX,Water,,8/24/2017,MST,11NPSWRD_WQX-MOCA_3P_9505400,Dissolved,NA,ng/l,34.615299,-111.8372252
11NPSWRD_WQX,Water,,8/24/2017,MST,11NPSWRD_WQX-MOCA_3P_9505400,Dissolved,NA,ng/l,34.615299,-111.8372252
11NPSWRD_WQX,Water,,8/23/2018,MST,11NPSWRD_WQX-MOCA_3P_9505400,Dissolved,NA,ng/l,34.615299,-111.8372252
11NPSWRD_WQX,Water,,8/24/2017,MST,11NPSWRD_WQX-MOCA_3P_WETBEAV,Dissolved,NA,ng/l,34.648701,-111.7507567
11NPSWRD_WQX,Water,,8/24/2017,MST,11NPSWRD_WQX-MOCA_3P_WETBEAV,Dissolved,NA,ng/l,34.648701,-111.7507567
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_551438,Dissolved,NA,ng/l,31.56257459,-111.0466486
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_551439,Dissolved,NA,ng/l,31.56252949,-111.0466275
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_NIWWTP,Dissolved,NA,ng/l,31.45669444,-110.9681111
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_NIWWTP,Dissolved,NA,ng/l,31.45669444,-110.9681111
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_NIWWTP,Dissolved,NA,ng/l,31.45669444,-110.9681111
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_NIWWTP,Dissolved,NA,ng/l,31.45669444,-110.9681111
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_NIWWTP,Dissolved,NA,ng/l,31.45669444,-110.9681111
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_NIWWTP,Dissolved,NA,ng/l,31.45669444,-110.9681111
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,87,%recovery,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,95,%recovery,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,NA,ng/l,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,NA,ng/l,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,NA,ng/l,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,NA,ng/l,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,NA,ng/l,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,11/15/2016,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,NA,ng/l,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,5/16/2017,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,NA,ng/l,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,8/28/2017,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,112,%recovery,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,8/28/2017,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,93,%recovery,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,8/28/2017,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,NA,ng/l,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,8/20/2018,MST,11NPSWRD_WQX-TUMA_3P_SGLS,Dissolved,NA,ng/l,31.56203552,-111.0470346
11NPSWRD_WQX,Water,,8/23/2017,MST,11NPSWRD_WQX-TUZI_3P_VERDER,Dissolved,NA,ng/l,34.766399,-112.0252977
11NPSWRD_WQX,Water,,8/22/2018,MST,11NPSWRD_WQX-TUZI_3P_VERDER,Dissolved,NA,ng/l,34.766399,-112.0252977
USGS-AR,Water,Surface Water,4/22/2016,CDT,USGS-07053250,Dissolved,NA,No Unit,36.4544444,-93.3561111
USGS-AR,Water,Surface Water,4/6/2016,CDT,USGS-072632995,Dissolved,NA,No Unit,34.8609232,-92.5021032
USGS-AR,Water,Surface Water,1/28/2016,CST,USGS-07263620,Dissolved,1.56,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,2/23/2016,CST,USGS-07263620,Dissolved,NA,No Unit,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,3/8/2016,CST,USGS-07263620,Dissolved,NA,No Unit,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,3/24/2016,CDT,USGS-07263620,Dissolved,1.64,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,4/14/2016,CDT,USGS-07263620,Dissolved,2.17,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,4/26/2016,CDT,USGS-07263620,Dissolved,2.44,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,5/11/2016,CDT,USGS-07263620,Dissolved,2.33,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,5/25/2016,CDT,USGS-07263620,Dissolved,NA,No Unit,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,6/9/2016,CDT,USGS-07263620,Dissolved,3.92,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,6/22/2016,CDT,USGS-07263620,Dissolved,3.83,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,7/19/2016,CDT,USGS-07263620,Dissolved,4.55,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,8/18/2016,CDT,USGS-07263620,Dissolved,4.67,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,10/13/2016,CDT,USGS-07263620,Dissolved,6.01,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,12/22/2016,CST,USGS-07263620,Dissolved,4.42,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,1/31/2017,CST,USGS-07263620,Dissolved,3.85,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,3/2/2017,CST,USGS-07263620,Dissolved,2.89,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,3/15/2017,CDT,USGS-07263620,Dissolved,NA,No Unit,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,3/30/2017,CDT,USGS-07263620,Dissolved,NA,No Unit,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,4/19/2017,CDT,USGS-07263620,Dissolved,5.51,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,4/25/2017,CDT,USGS-07263620,Dissolved,4.01,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,5/11/2017,CDT,USGS-07263620,Dissolved,2.83,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,5/22/2017,CDT,USGS-07263620,Dissolved,2.01,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,6/12/2017,CDT,USGS-07263620,Dissolved,3.43,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,6/26/2017,CDT,USGS-07263620,Dissolved,4.38,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,7/18/2017,CDT,USGS-07263620,Dissolved,6.35,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,8/10/2017,CDT,USGS-07263620,Dissolved,NA,No Unit,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,10/25/2017,CDT,USGS-07263620,Dissolved,NA,No Unit,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,12/7/2017,CST,USGS-07263620,Dissolved,7.33,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,1/19/2018,CST,USGS-07263620,Dissolved,3.51,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,2/15/2018,CST,USGS-07263620,Dissolved,3.71,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,3/8/2018,CST,USGS-07263620,Dissolved,NA,No Unit,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,3/22/2018,CDT,USGS-07263620,Dissolved,NA,No Unit,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,4/10/2018,CDT,USGS-07263620,Dissolved,4.01,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,4/25/2018,CDT,USGS-07263620,Dissolved,3.01,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,5/24/2018,CDT,USGS-07263620,Dissolved,3.13,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,6/6/2018,CDT,USGS-07263620,Dissolved,3.08,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,6/22/2018,CDT,USGS-07263620,Dissolved,2.56,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,7/18/2018,CDT,USGS-07263620,Dissolved,4.68,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,8/23/2018,CDT,USGS-07263620,Dissolved,4.68,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,10/17/2018,CDT,USGS-07263620,Dissolved,NA,No Unit,34.6811111,-92.1513889
USGS-AR,Water,Surface Water,12/19/2018,CST,USGS-07263620,Dissolved,2.07,ng/l,34.6811111,-92.1513889
USGS-AR,Water,Groundwater,8/16/2017,CDT,USGS-343053093042001,Dissolved,NA,No Unit,34.5148117,-93.0724025
USGS-AR,Water,Groundwater,8/17/2017,CDT,USGS-343153093215801,Dissolved,NA,No Unit,34.5314802,-93.3663001
USGS-AR,Water,Groundwater,6/6/2016,CDT,USGS-354913093460101,Dissolved,NA,No Unit,35.8201667,-93.7670556
USGS-AR,Water,Groundwater,4/25/2016,CDT,USGS-355758091190501,Dissolved,NA,No Unit,35.9661389,-91.3191944
USGS-AR,Water,Groundwater,5/5/2016,CDT,USGS-355804092135201,Dissolved,NA,No Unit,35.9681278,-92.2312361
USGS-AR,Water,Groundwater,5/2/2016,CDT,USGS-355848091332201,Dissolved,NA,No Unit,35.9800278,-91.5559722
USGS-AR,Water,Groundwater,6/1/2016,CDT,USGS-360656093070601,Dissolved,NA,No Unit,36.1119611,-93.1204056
USGS-AR,Water,Groundwater,6/1/2016,CDT,USGS-361150093025601,Dissolved,NA,No Unit,36.1971528,-93.0493806
USGS-AR,Water,Groundwater,4/26/2016,CDT,USGS-361325091363701,Dissolved,NA,No Unit,36.22365,-91.6104917
USGS-AR,Water,Groundwater,8/18/2017,CDT,USGS-361540094130701,Dissolved,NA,No Unit,36.2611886,-94.2188168
USGS-AR,Water,Groundwater,5/31/2016,CDT,USGS-361714092302501,Dissolved,NA,No Unit,36.2872722,-92.5070917
11NPSWRD_WQX,Water,,4/12/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,4/26/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,5/2/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,5/2/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,5/24/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,6/5/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,6/19/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,7/17/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,7/17/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,90.5,%recovery,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,7/17/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,104,%recovery,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,7/17/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,7/26/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,8/9/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,8/23/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,8/23/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,87.5,%recovery,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,8/23/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,92,%recovery,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,8/23/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,9/11/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,9/18/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,106,%recovery,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,9/18/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,92,%recovery,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,9/18/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,10/10/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,10/10/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,88,%recovery,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,10/10/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,95.5,%recovery,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,10/10/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,10/24/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,11/1/2017,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,11/8/2017,CST,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,11/8/2017,CST,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,5/15/2018,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,5/21/2018,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,6/6/2018,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,6/18/2018,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,7/2/2018,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,7/2/2018,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,114,%recovery,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,7/2/2018,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,112,%recovery,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,7/2/2018,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,7/16/2018,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,8/8/2018,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,8/20/2018,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,8/20/2018,CDT,11NPSWRD_WQX-BUFF_3P_BUFR01,Dissolved,NA,ng/l,35.93916632,-93.40521291
11NPSWRD_WQX,Water,,4/12/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
11NPSWRD_WQX,Water,,4/18/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,102,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,4/18/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,104,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,4/18/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
11NPSWRD_WQX,Water,,5/9/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
11NPSWRD_WQX,Water,,5/16/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,112,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,5/16/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,166,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,5/16/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
11NPSWRD_WQX,Water,,6/6/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,79,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,6/6/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,95.5,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,6/6/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
11NPSWRD_WQX,Water,,6/22/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
11NPSWRD_WQX,Water,,7/5/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
11NPSWRD_WQX,Water,,7/25/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,109,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,7/25/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,110,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,7/25/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
11NPSWRD_WQX,Water,,8/10/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
11NPSWRD_WQX,Water,,8/22/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,102,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,8/22/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,106,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,8/22/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
11NPSWRD_WQX,Water,,9/6/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
11NPSWRD_WQX,Water,,9/19/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,100,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,9/19/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,93,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,9/19/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
11NPSWRD_WQX,Water,,9/28/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,110,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,9/28/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,94.5,%recovery,36.064675,-93.13762222
11NPSWRD_WQX,Water,,9/28/2016,CDT,11NPSWRD_WQX-BUFF_3P_BUFT04,Dissolved,NA,ng/l,36.064675,-93.13762222
